<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.06.22	6450.330	6490.170	6375.789	6375.789	1096903	3879123	1
2021.06.23	6382.858	6404.706	6349.443	6387.356	1122224	3878960	1
2021.06.24	6385.428	6387.999	6298.036	6321.169	969270	3502303	1
2021.06.25	6318.599	6396.352	6291.610	6344.302	981521	3460364	1
2021.06.28	6362.937	6391.854	6321.812	6334.663	883581	3022551	1
2021.06.29	6352.656	6389.284	6325.667	6370.006	823403	2798308	1
2021.06.30	6378.978	6459.724	6366.802	6391.795	892676	3170453	1
2021.07.01	6381.541	6498.175	6359.752	6487.281	1039796	3578796	1
2021.07.02	6473.823	6521.886	6410.379	6503.943	976466	3329917	1
2021.07.05	6498.175	6555.210	6488.562	6544.957	712165	2108215	1
2021.07.06	6526.372	6705.168	6523.809	6680.816	1207124	3853877	1
2021.07.07	6657.105	6786.556	6643.647	6724.394	1355879	4433952	1
2021.07.08	6780.147	6827.570	6705.809	6757.077	1229709	4047772	1
2021.07.12	6750.027	6788.478	6632.753	6643.006	1073879	3504798	1
2021.07.13	6651.337	6707.732	6611.605	6631.471	1133017	3782063	1
2021.07.14	6617.372	6623.140	6506.506	6513.555	1065593	3613359	1
2021.07.15	6528.295	6597.506	6487.922	6566.105	1135170	3626424	1
2021.07.16	6554.569	6581.485	6513.555	6566.105	1075598	3502156	1
2021.07.19	6619.936	6748.105	6612.246	6739.133	1240856	3760131	1
2021.07.20	6725.675	6794.887	6675.689	6701.323	1120731	3727512	1
2021.07.21	6714.140	6771.816	6647.492	6655.823	1129518	3816591	1
2021.07.22	6649.415	6703.246	6630.189	6675.689	1056844	3549098	1
2021.07.23	6667.999	6712.218	6616.732	6671.203	901783	3072609	1
2021.07.26	6658.386	6707.732	6606.478	6639.161	923555	3117798	1
2021.07.27	6659.668	6675.689	6603.274	6628.908	976764	3247191	1
2021.07.28	6630.830	6657.746	6544.957	6562.900	1103034	3764757	1
2021.07.29	6520.605	6526.372	6461.647	6510.992	882721	3169720	1
2021.07.30	6507.801	6700.540	6507.801	6680.755	936801	3271713	1
2021.08.02	6650.121	6687.137	6553.114	6625.231	1050909	3461633	1
2021.08.03	6620.764	6757.340	6615.658	6661.609	1256471	3974805	1
2021.08.04	6642.463	6720.324	6616.934	6622.678	1232328	3841114	1
2021.08.05	6563.963	6735.003	6546.093	6725.430	1302728	4276243	1
2021.08.06	6699.901	6755.425	6665.438	6699.263	1194407	3694918	1
2021.08.09	6694.796	6784.145	6676.288	6701.178	1266989	3912031	1
2021.08.10	6703.731	6737.556	6637.995	6643.739	1352738	4123678	1
